episode,phase,total_steps,outcome,length,discounted_return
818,il,15240,collision,3,-0.2372
819,il,15252,success,12,0.7485
820,il,15288,success,36,0.3978
821,il,15298,success,10,0.7889
822,il,15338,too_close,40,0.3074
823,il,15365,too_close,27,0.4994
824,il,15386,success,21,0.5905
825,il,15417,too_close,31,0.4153
826,il,15440,success,23,0.5602
827,il,15472,too_close,32,0.4377
828,il,15483,collision,11,-0.1991
829,il,15527,collision,44,-0.1564
830,il,15541,too_close,14,0.6624
831,il,15551,collision,10,-0.2163
832,il,15575,success,24,0.5456
833,il,15594,collision,19,-0.1858
834,il,15632,too_close,38,0.3773
835,il,15658,too_close,26,0.5145
836,il,15665,success,7,0.8538
837,il,15666,collision,1,-0.25
838,il,15675,success,9,0.81
839,il,15698,success,23,0.5602
840,il,15707,collision,9,-0.2917
841,il,15783,collision,76,-0.045
842,il,15805,collision,22,-0.1885
843,il,15823,success,18,0.639
844,il,15845,too_close,22,0.5569
845,il,15849,collision,4,-0.2749
846,il,15882,too_close,33,0.4071
847,il,15900,success,18,0.639
848,il,15917,success,17,0.6561
849,il,15940,collision,23,-0.1418
850,il,15941,collision,1,-0.25
851,il,15977,too_close,36,0.3932
852,il,15983,success,6,0.8766
853,il,15994,success,11,0.7684
854,il,16007,too_close,13,0.729
855,il,16043,too_close,36,0.3978
856,il,16044,collision,1,-0.25
857,il,16078,success,34,0.4193
858,il,16106,too_close,28,0.4896
859,il,16115,collision,9,-0.2158
860,il,16134,collision,19,-0.1699
861,il,16149,success,15,0.6916
862,il,16157,too_close,8,0.8316
863,il,16186,collision,29,-0.1289
864,il,16190,collision,4,-0.231
865,il,16212,too_close,22,0.5647
866,il,16226,success,14,0.71
867,il,16261,success,35,0.4084
868,il,16273,success,12,0.7485
869,il,16302,success,29,0.4783
870,il,16333,collision,31,-0.1195
871,il,16351,success,18,0.639
872,il,16364,success,13,0.729
873,il,16370,success,6,0.8766
874,il,16373,collision,3,-0.2577
875,il,16384,collision,11,-0.193
876,il,16460,too_close,76,0.1387
877,il,16469,too_close,9,0.81
878,il,16493,success,24,0.5456
879,il,16502,collision,9,-0.3007
880,il,16511,collision,9,-0.2173
881,il,16520,collision,9,-0.2159
882,il,16548,success,28,0.4911
883,il,16561,collision,13,-0.1891
884,il,16592,too_close,31,0.4538
885,il,16617,collision,25,-0.1403
886,il,16626,collision,9,-0.2167
887,il,16636,success,10,0.7889
888,il,16644,success,8,0.8316
889,il,16661,success,17,0.6561
890,il,16683,collision,22,-0.1523
891,il,16693,collision,10,-0.198
892,il,16717,too_close,24,0.5456
893,il,16762,too_close,45,0.2951
894,il,16769,success,7,0.8538
895,il,16789,success,20,0.6063
896,il,16808,success,19,0.6224
897,il,16814,success,6,0.8766
898,il,16863,success,49,0.2824
899,il,16899,too_close,36,0.3978
900,il,16961,too_close,62,0.2005
901,il,16967,collision,6,-0.2384
902,il,16988,success,21,0.5905
903,il,17021,too_close,33,0.4305
904,il,17030,collision,9,-0.2097
905,il,17053,collision,23,-0.1422
906,il,17079,success,26,0.5176
907,il,17106,success,27,0.5042
908,il,17162,collision,56,-0.0714
909,il,17207,success,45,0.3138
910,il,17231,too_close,24,0.5058
911,il,17239,success,8,0.8316
912,il,17248,success,9,0.81
913,il,17277,too_close,29,0.4771
914,il,17310,success,33,0.4305
915,il,17333,success,23,0.5602
916,il,17352,success,19,0.6224
917,il,17363,success,11,0.7684
918,il,17386,collision,23,-0.1468
919,il,17399,collision,13,-0.1961
920,il,17405,collision,6,-0.2266
921,il,17433,too_close,28,0.4911
922,il,17471,too_close,38,0.3769
923,il,17494,success,23,0.5602
924,il,17518,too_close,24,0.5456
925,il,17552,collision,34,-0.1097
926,il,17566,success,14,0.71
927,il,17589,too_close,23,0.5602
928,il,17600,collision,11,-0.1921
929,il,17620,success,20,0.6063
930,il,17660,success,40,0.358
931,il,17671,collision,11,-0.1921
932,il,17674,success,3,0.9487
933,il,17693,success,19,0.6224
934,il,17711,too_close,18,0.6286
935,il,17726,too_close,15,0.6716
936,il,17733,success,7,0.8538
937,il,17747,success,14,0.71
938,il,17759,success,12,0.7485
939,il,17774,too_close,15,0.6732
940,il,17815,too_close,41,0.3476
941,il,17829,collision,14,-0.2237
942,il,17878,collision,49,-0.084
943,il,17879,collision,1,-0.25
944,il,17900,collision,21,-0.1525
945,il,17913,too_close,13,0.6616
946,il,17949,too_close,36,0.3978
947,il,17961,collision,12,-0.1974
948,il,17972,success,11,0.7684
949,il,17985,collision,13,-0.1983
950,il,17995,success,10,0.7889
951,il,18007,too_close,12,0.7485
952,il,18016,collision,9,-0.2128
953,il,18038,success,22,0.5751
954,il,18099,too_close,61,0.2059
955,il,18104,collision,5,-0.2307
956,il,18134,collision,30,-0.1201
957,il,18151,collision,17,-0.2068
958,il,18185,success,34,0.4193
959,il,18187,collision,2,-0.2522
960,il,18198,success,11,0.7684
961,il,18217,success,19,0.6224
962,il,18222,collision,5,-0.2448
963,il,18229,success,7,0.8538
964,il,18258,collision,29,-0.1221
965,il,18275,too_close,17,0.6408
966,il,18291,success,16,0.6736
967,il,18308,too_close,17,0.6534
968,il,18351,too_close,43,0.3106
969,il,18358,success,7,0.8538
970,il,18369,collision,11,-0.2407
971,il,18379,success,10,0.7889
972,il,18385,success,6,0.8766
973,il,18399,collision,14,-0.1932
974,il,18418,too_close,19,0.6224
975,il,18437,success,19,0.6224
976,il,18454,collision,17,-0.1742
977,il,18474,success,20,0.6063
978,il,18485,too_close,11,0.7637
979,il,18514,success,29,0.4783
980,il,18545,collision,31,-0.1299
981,il,18561,success,16,0.6736
982,il,18581,too_close,20,0.6063
983,il,18595,collision,14,-0.2095
984,il,18600,collision,5,-0.2315
985,il,18610,collision,10,-0.1972
986,il,18627,collision,17,-0.1685
987,il,18634,collision,7,-0.219
988,il,18653,success,19,0.6224
989,il,18678,too_close,25,0.5278
990,il,18701,too_close,23,0.5602
991,il,18705,success,4,0.924
992,il,18715,success,10,0.7889
993,il,18731,success,16,0.6736
994,il,18754,too_close,23,0.5602
995,il,18807,success,53,0.2542
996,il,18826,success,19,0.6224
997,il,18831,success,5,0.9
998,il,18837,too_close,6,0.8659
999,il,18842,success,5,0.9
1000,il,18850,collision,8,-0.2291
1001,il,18864,collision,14,-0.1788
1002,il,18888,too_close,24,0.5455
1003,il,18892,collision,4,-0.2398
1004,il,18909,collision,17,-0.164
1005,il,18921,success,12,0.7485
1006,il,18947,success,26,0.5176
1007,il,18961,success,14,0.71
1008,il,18977,collision,16,-0.1803
1009,il,18984,collision,7,-0.2326
1010,il,19001,collision,17,-0.178
1011,il,19022,success,21,0.5905
1012,il,19035,success,13,0.729
1013,il,19064,success,29,0.4783
1014,il,19076,too_close,12,0.655
1015,il,19081,collision,5,-0.235
1016,il,19097,collision,16,-0.1753
1017,il,19123,too_close,26,0.5176
1018,il,19134,success,11,0.7684
1019,il,19163,too_close,29,0.4384
1020,il,19173,collision,10,-0.2245
1021,il,19183,collision,10,-0.2058
1022,il,19193,success,10,0.7889
1023,il,19212,success,19,0.6224
1024,il,19229,success,17,0.6534
1025,il,19250,success,21,0.5905
1026,il,19269,collision,19,-0.1604
1027,il,19287,collision,18,-0.1679
1028,il,19314,too_close,27,0.5042
1029,il,19324,success,10,0.7889
1030,il,19340,success,16,0.6736
1031,il,19363,success,23,0.5602
1032,il,19370,success,7,0.8538
1033,il,19385,too_close,15,0.6916
1034,il,19405,too_close,20,0.5827
1035,il,19421,success,16,0.6736
1036,il,19437,success,16,0.6736
1037,il,19451,success,14,-0.1789
1038,il,19483,success,32,0.442
1039,il,19492,success,9,0.81
1040,il,19510,success,18,0.639
1041,il,19516,success,6,0.8766
1042,il,19534,success,18,0.639
1043,il,19553,too_close,19,0.5877
1044,il,19577,success,24,0.5456
1045,il,19607,success,30,0.4659
1046,il,19654,collision,47,-0.078
1047,il,19668,success,14,0.71
1048,il,19707,too_close,39,0.3675
1049,il,19740,too_close,33,0.4305
1050,il,19755,success,15,0.6916
1051,il,19775,too_close,20,0.6063
1052,il,19785,success,10,0.7889
1053,il,19798,too_close,13,0.6915
1054,il,19813,success,15,0.6916
1055,il,19833,success,20,0.6063
1056,il,19837,success,4,0.924
1057,il,19846,collision,9,-0.2025
1058,il,19861,success,15,0.6916
1059,il,19884,success,23,0.5602
1060,il,19897,collision,13,-0.2945
1061,il,19911,success,14,0.71
1062,il,19919,success,8,0.8316
1063,il,19940,collision,21,-0.1864
1064,il,19968,success,28,0.4911
1065,il,19984,success,16,0.6736
1066,il,19988,success,4,0.924
1067,il,20022,too_close,34,0.4142
1068,il,20031,too_close,9,0.7769
1069,il,20038,success,7,0.8538
1070,il,20075,collision,37,-0.1321
1071,il,20109,too_close,34,0.4193
1072,il,20143,collision,34,-0.1455
1073,il,20156,success,13,0.729
1074,il,20179,collision,23,-0.1435
1075,il,20186,too_close,7,0.8538
1076,il,20209,collision,23,-0.1497
1077,il,20229,collision,20,-0.1704
1078,il,20250,success,21,0.5905
1079,il,20252,collision,2,-0.2661
1080,il,20269,success,17,0.6561
1081,il,20270,collision,1,-0.25
1082,il,20283,success,13,0.729
1083,il,20298,collision,15,-0.1753
1084,il,20315,collision,17,-0.1791
1085,il,20337,success,22,0.5751
1086,il,20342,success,5,0.9
1087,il,20377,too_close,35,0.4084
1088,il,20388,success,11,0.7684
1089,il,20407,too_close,19,0.6125
1090,il,20435,success,28,0.4911
1091,il,20450,collision,15,-0.2058
1092,il,20474,too_close,24,0.5456
1093,il,20503,too_close,29,0.462
1094,il,20527,success,24,0.5456
1095,il,20562,collision,35,-0.1089
1096,il,20574,success,12,0.7485
1097,il,20601,success,27,0.5042
1098,il,20624,success,23,0.5602
1099,il,20626,collision,2,-0.2514
1100,il,20654,too_close,28,0.4815
1101,il,20677,too_close,23,0.5602
1102,il,20695,collision,18,-0.1598
1103,il,20712,success,17,0.6561
1104,il,20719,collision,7,-0.2607
1105,il,20758,too_close,39,0.3675
1106,il,20778,collision,20,-0.1523
1107,il,20800,collision,22,-0.1532
1108,il,20806,success,6,0.8766
1109,il,20813,success,7,0.8538
1110,il,20855,too_close,42,0.3396
1111,il,20868,too_close,13,0.7035
1112,il,20879,collision,11,-0.1921
1113,il,20898,success,19,0.6224
1114,il,20906,success,8,0.8316
1115,il,20911,success,5,0.9
1116,il,20966,collision,55,-0.0779
1117,il,20979,collision,13,-0.1823
1118,il,20982,collision,3,-0.2372
1119,il,20995,success,13,0.729
1120,il,21008,collision,13,-0.1823
1121,il,21034,success,26,0.5176
1122,il,21050,collision,16,-0.1848
1123,il,21062,collision,12,-0.197
1124,il,21071,success,9,0.81
1125,il,21077,success,6,0.8766
1126,il,21102,too_close,25,0.4936
1127,il,21124,success,22,0.5751
1128,il,21142,success,18,0.639
1129,il,21159,success,17,0.6561
1130,il,21176,collision,17,-0.1948
1131,il,21208,too_close,32,0.4357
1132,il,21210,success,2,0.974
1133,il,21222,collision,12,-0.1951
1134,il,21269,too_close,47,0.273
1135,il,21286,success,17,0.6561
1136,il,21296,success,10,0.7889
1137,il,21335,collision,39,-0.0984
1138,il,21380,collision,45,-0.0992
1139,il,21404,success,24,0.5456
1140,il,21422,success,18,0.639
1141,il,21454,too_close,32,0.3658
1142,il,21491,too_close,37,0.3847
1143,il,21504,collision,13,-0.1926
1144,il,21507,success,3,0.9487
1145,il,21524,collision,17,-0.1716
1146,il,21530,success,6,0.8766
1147,il,21548,too_close,18,0.6373
1148,il,21552,collision,4,-0.2319
1149,il,21558,success,6,0.8766
1150,il,21596,collision,38,-0.2193
1151,il,21613,collision,17,-0.164
1152,il,21615,collision,2,-0.2435
1153,il,21622,success,7,0.8538
1154,il,21645,collision,23,-0.1591
1155,il,21661,collision,16,-0.1684
1156,il,21665,collision,4,-0.2489
1157,il,21677,collision,12,-0.198
1158,il,21710,success,33,0.4305
1159,il,21725,collision,15,-0.1822
1160,il,21749,success,24,0.5456
1161,il,21756,collision,7,-0.2173
1162,il,21777,too_close,21,0.5737
1163,il,21789,collision,12,-0.2012
1164,il,21801,success,12,0.7485
1165,il,21812,success,11,0.7684
1166,il,21827,success,15,0.6916
1167,il,21832,success,5,0.9
1168,il,21839,collision,7,-0.2214
1169,il,21860,too_close,21,0.5905
1170,il,21874,collision,14,-0.1905
1171,il,21896,success,22,0.5751
1172,il,21930,success,34,0.4193
1173,il,21949,collision,19,-0.1615
1174,il,21965,too_close,16,0.6736
1175,il,21975,success,10,0.7889
1176,il,21996,collision,21,-0.1609
1177,il,22006,collision,10,-0.1972
1178,il,22018,too_close,12,-0.1933
1179,il,22034,success,16,0.6736
1180,il,22082,success,48,0.29
1181,il,22100,success,18,0.639
1182,il,22123,success,23,0.5602
1183,il,22152,success,29,0.4783
1184,il,22164,collision,12,-0.2007
1185,il,22196,too_close,32,0.4228
1186,il,22207,collision,11,-0.2044
1187,il,22240,success,33,0.4305
1188,il,22244,success,4,0.924
1189,il,22260,success,16,0.6736
1190,il,22358,collision,98,-0.0211
1191,il,22363,collision,5,-0.2411
1192,il,22380,too_close,17,0.6537
1193,il,22410,too_close,30,0.4436
1194,il,22421,collision,11,-0.1995
1195,il,22437,success,16,0.6736
1196,il,22449,collision,12,-0.2001
1197,il,22472,success,23,0.5602
1198,il,22483,collision,11,-0.2043
1199,il,22521,too_close,38,0.3763
1200,il,22529,success,8,0.8316
1201,il,22543,collision,14,-0.1775
1202,il,22569,collision,26,-0.1323
1203,il,22593,collision,24,-0.1436
1204,il,22609,success,16,0.6736
1205,il,22637,success,28,0.4911
1206,il,22643,collision,6,-0.2192
1207,il,22649,collision,6,-0.2346
1208,il,22655,success,6,0.8766
1209,il,22664,too_close,9,0.8004
1210,il,22672,success,8,0.8316
1211,il,22708,success,36,0.3978
1212,il,22729,too_close,21,0.5905
1213,il,22738,success,9,0.81
1214,il,22767,collision,29,-0.125
1215,il,22771,collision,4,-0.231
1216,il,22792,success,21,0.5905
1217,il,22800,success,8,0.8316
1218,il,22820,too_close,20,0.6063
1219,il,22821,collision,1,-0.25
1220,il,22831,success,10,0.7889
1221,il,22843,collision,12,-0.2055
1222,il,22861,collision,18,-0.1664
1223,il,22881,collision,20,-0.179
1224,il,22893,collision,12,-0.2484
1225,il,22903,success,10,0.7889
1226,il,22928,collision,25,-0.1525
1227,il,22950,success,22,0.5751
1228,il,22959,success,9,0.81
1229,il,22986,success,27,0.5042
1230,il,23010,success,24,0.5456
1231,il,23075,success,65,0.1853
1232,il,23076,collision,1,-0.25
1233,il,23086,success,10,0.7889
1234,il,23104,collision,18,-0.1713
1235,il,23108,success,4,0.924
1236,il,23116,collision,8,-0.2545
1237,il,23124,too_close,8,0.8261
1238,il,23144,too_close,20,0.6063
1239,il,23171,success,27,0.5042
1240,il,23196,collision,25,-0.1634
1241,il,23205,collision,9,-0.2097
1242,il,23208,collision,3,-0.2543
1243,il,23249,collision,41,-0.0872
1244,il,23264,collision,15,-0.1899
1245,il,23267,collision,3,-0.2436
1246,il,23272,collision,5,-0.2424
1247,il,23281,collision,9,-0.2226
1248,il,23300,success,19,0.6224
1249,il,23308,success,8,0.8316
1250,il,23320,collision,12,-0.2049
1251,il,23347,too_close,27,0.5042
1252,il,23359,collision,12,-0.2059
1253,il,23386,collision,27,-0.1306
1254,il,23400,success,14,0.71
1255,il,23404,success,4,0.924
1256,il,23435,success,31,0.4538
1257,il,23447,success,12,0.7485
1258,il,23459,success,12,0.7485
1259,il,23474,collision,15,-0.1833
1260,il,23498,collision,24,-0.1373
1261,il,23513,success,15,0.6916
1262,il,23542,success,29,0.4783
1263,il,23569,success,27,0.5042
1264,il,23602,success,33,0.4305
1265,il,23607,success,5,0.9
1266,il,23637,too_close,30,0.4273
1267,il,23665,success,28,0.4911
1268,il,23672,collision,7,-0.2135
1269,il,23725,collision,53,-0.1325
1270,il,23741,success,16,0.6736
1271,il,23768,collision,27,-0.1354
1272,il,23807,too_close,39,0.3672
1273,il,23814,success,7,0.8538
1274,il,23819,success,5,0.9
1275,il,23830,success,11,0.7684
1276,il,23865,too_close,35,0.4033
1277,il,23908,collision,43,-0.1411
1278,il,23916,collision,8,-0.2079
1279,il,23931,success,15,0.6916
1280,il,23952,collision,21,-0.1614
1281,il,23954,collision,2,-0.2596
1282,il,23963,success,9,0.81
1283,il,23980,collision,17,-0.168
1284,il,23986,collision,6,-0.2192
1285,il,24002,too_close,16,0.6596
1286,il,24032,too_close,30,0.4216
1287,il,24036,collision,4,-0.251
1288,il,24049,collision,13,-0.1823
1289,il,24059,success,10,0.7889
1290,il,24081,collision,22,-0.1565
1291,il,24089,collision,8,-0.218
1292,il,24104,success,15,0.6916
1293,il,24125,too_close,21,0.5905
1294,il,24145,too_close,20,0.6011
1295,il,24149,collision,4,-0.231
1296,il,24167,too_close,18,0.639
1297,il,24194,too_close,27,0.4691
1298,il,24203,collision,9,-0.2196
1299,il,24210,collision,7,-0.2135
1300,il,24218,collision,8,-0.2884
1301,il,24233,too_close,15,-0.1901
1302,il,24262,collision,29,-0.1444
1303,il,24265,collision,3,-0.2481
1304,il,24275,collision,10,-0.2016
1305,il,24294,too_close,19,0.6224
1306,il,24304,success,10,0.7889
1307,il,24309,collision,5,-0.2375
1308,il,24345,too_close,36,0.3904
1309,il,24361,success,16,0.6736
1310,il,24373,collision,12,-0.2038
1311,il,24387,success,14,0.71
1312,il,24390,success,3,0.9487
1313,il,24413,collision,23,-0.1944
1314,il,24434,collision,21,-0.1493
1315,il,24471,success,37,0.3874
1316,il,24478,collision,7,-0.2242
1317,il,24495,success,17,0.6561
1318,il,24496,collision,1,-0.25
1319,il,24517,collision,21,-0.191
1320,il,24536,too_close,19,0.6224
1321,il,24554,success,18,0.639
1322,il,24560,collision,6,-0.2192
1323,il,24577,collision,17,-0.164
1324,il,24586,collision,9,-0.2182
1325,il,24622,too_close,36,0.3976
1326,il,24640,collision,18,-0.1715
1327,il,24647,success,7,0.8538
1328,il,24681,success,34,0.4193
1329,il,24692,collision,11,-0.1921
1330,il,24712,collision,20,-0.1516
1331,il,24715,collision,3,-0.2534
1332,il,24720,collision,5,-0.2419
1333,il,24732,collision,12,-0.1871
1334,il,24740,collision,8,-0.2523
1335,il,24742,collision,2,-0.264
1336,il,24756,success,14,0.71
1337,il,24765,success,9,0.81
1338,il,24783,collision,18,-0.1707
1339,il,24816,success,33,0.4305
1340,il,24833,too_close,17,0.621
1341,il,24871,too_close,38,0.3492
1342,il,24902,success,31,0.4538
1343,il,24903,collision,1,-0.25
1344,il,24921,too_close,18,0.6373
1345,il,24966,success,45,0.3138
1346,il,24983,collision,17,-0.2164
1347,il,25002,success,19,0.6224
1348,il,25010,too_close,8,0.8316
1349,il,25061,too_close,51,0.2545
1350,il,25089,too_close,28,0.384
1351,il,25116,too_close,27,0.4848
1352,il,25195,too_close,79,0.1261
1353,il,25226,too_close,31,0.4538
1354,il,25227,collision,1,-0.25
1355,il,25241,collision,14,-0.198
1356,il,25247,collision,6,-0.2681
1357,il,25253,collision,6,-0.2251
1358,il,25267,collision,14,-0.1922
1359,il,25269,collision,2,-0.2654
1360,il,25302,too_close,33,0.4253
1361,il,25315,collision,13,-0.1841
1362,il,25335,too_close,20,0.5756
1363,il,25360,too_close,25,0.5314
1364,il,25368,success,8,0.8316
1365,il,25374,success,6,0.8766
1366,il,25391,success,17,0.6561
1367,il,25411,success,20,0.6063
1368,il,25413,success,2,0.974
1369,il,25423,too_close,10,0.7667
1370,il,25436,collision,13,-0.1957
